topic,year,count
Brain,2014,1
Cairo,2014,1
Carrying Capacity,2014,1
China Outbound,2014,1
Climate,2014,1
Climate Change,2014,1
Conservation,2014,1
Country Of Destination,2014,1
Cruise Tourism,2014,1
Cultural Heritage And,2014,1
Data Mining,2014,1
Deep Learning,2014,1
Destination Country,2014,1
Destination Image On,2014,1
Digital Preservation,2014,1
Digital Preservation Of,2014,1
Domain,2014,1
Educational,2014,1
Egyptian Museum,2014,1
Event Tourism,2014,1
Exhibition,2014,1
Green Tourism,2014,1
Hajj,2014,1
Heritage At,2014,1
Heritage Conservation,2014,1
Heritage In,2014,1
Heritage Museum,2014,1
Heritage Of,2014,1
Heritage Of The,2014,1
Heritage Sites In,2014,1
Hotel,2014,1
Hotels,2014,1
In Arab,2014,1
In Cultural Heritage,2014,1
In Education,2014,1
In Heritage,2014,1
In Heritage Tourism,2014,1
In Tourism Research,2014,1
Industry Innovation,2014,1
Innovation Policy,2014,1
Intangible Cultural Heritage,2014,1
International Heritage,2014,1
Journey,2014,1
Law,2014,1
Local Culture,2014,1
Mecca,2014,1
Monuments,2014,1
Mountain,2014,1
Museums,2014,1
Muslim,2014,1
New Tourism,2014,1
North Africa,2014,1
Of Augmented Reality,2014,1
Of Cultural Heritage,2014,1
Of Cultural Tourism,2014,1
Of Rural Tourism,2014,1
Of Sustainable,2014,1
Of Sustainable Tourism,2014,1
Of The Arab,2014,1
Of The Art,2014,1
Of The Silk,2014,1
Of The Tourism,2014,1
Of Tourism And,2014,1
Of Tourist,2014,1
On Destination,2014,1
On Destination Image,2014,1
On Tourism,2014,1
Outbound Travel,2014,1
Part,2014,1
Participation In Heritage,2014,1
Partnership,2014,1
Pilgrimage Tourism,2014,1
Policy In The,2014,1
Post Tourism,2014,1
Preservation Of,2014,1
Preservation Of Cultural,2014,1
Rural Tourism,2014,1
Saudi Arabia,2014,1
Spain,2014,1
Strategy,2014,1
Sustainability,2014,1
Sustainability In,2014,1
Sustainable Cultural,2014,1
Sustainable Tourism,2014,1
Sustainable Tourism In,2014,1
Taiwan,2014,1
Text Mining,2014,1
The Cultural Heritage,2014,1
Tourism And The,2014,1
Tourism At,2014,1
Tourism Destination Image,2014,1
Tourism In China,2014,1
Tourism In The,2014,1
Tourism Industry In,2014,1
Tourism Innovation,2014,1
Tourism Market,2014,1
Tourism Policy,2014,1
Tourism Product,2014,1
Tourism Products,2014,1
Tourist Destination,2014,1
Travel Behavior,2014,1
Travel To,2014,1
Urban Heritage,2014,1
Urban Tourism,2014,1
Visitors,2014,1
War Heritage,2014,1
Wellness Tourism,2014,1
[,2014,1
],2014,1
e,2014,1
g,2014,1
i,2014,1
m,2014,1
o,2014,1
p,2014,1
r,2014,1
s,2014,1
t,2014,1
u,2014,1
y,2014,1
数字,2014,1
文化,2014,1
Agriculture,2015,1
Air,2015,1
And Sustainable Tourism,2015,1
And The Environment,2015,1
Arab Culture,2015,1
Arab Gulf,2015,1
Arab Journalism,2015,1
Arabic-English,2015,1
Art,2015,1
British Museum,2015,1
Built Heritage,2015,1
Carrying Capacity,2015,1
Chain,2015,1
Chains,2015,1
Climate Change,2015,1
Community Based Heritage,2015,1
Conservation,2015,1
Conservation Of,2015,1
Conservation Of Cultural,2015,1
Cruise,2015,1
Cruise Tourism,2015,1
Cultural Heritage In,2015,1
Cultural Heritage Sites,2015,1
Cultures,2015,1
Data Mining,2015,1
Database,2015,1
Destination Brand,2015,1
Destination In,2015,1
Digital Age,2015,1
Digital Heritage,2015,1
Digital Technologies,2015,1
Earthquake,2015,1
Education,2015,1
English-Arabic,2015,1
Environmental,2015,1
Event Tracking,2015,1
Foreign Policy,2015,1
Global Data,2015,1
Green Product,2015,1
Halal Tourism,2015,1
Heritage And Sustainable,2015,1
Heritage And The,2015,1
Heritage And Tourism,2015,1
Heritage At,2015,1
Heritage At Risk,2015,1
Heritage In,2015,1
Heritage Information,2015,1
Heritage Law,2015,1
Heritage Metric,2015,1
Heritage Site,2015,1
Hospitality And Tourism,2015,1
In Arab,2015,1
In Destination,2015,1
In Heritage,2015,1
In Smart,2015,1
In Thailand,2015,1
In The Digital,2015,1
In Tourism Research,2015,1
In Travel,2015,1
Interfaith,2015,1
Interfaith Dialogue,2015,1
Islamic,2015,1
Jeddah,2015,1
Language Learning,2015,1
Law,2015,1
Maritime Silk,2015,1
Maritime Silk Road,2015,1
Market,2015,1
Markets,2015,1
Medical Tourism,2015,1
Mountain,2015,1
Music,2015,1
North Africa,2015,1
Of Arab,2015,1
Of Augmented Reality,2015,1
Of Climate,2015,1
Of Cultural Heritage,2015,1
Of Heritage Tourism,2015,1
Of Pilgrimage,2015,1
Of The Arab,2015,1
Of Tourism And,2015,1
Of Tourism Destination,2015,1
Of Tourism In,2015,1
Of Tourist,2015,1
Of Travel,2015,1
On Tourism And,2015,1
Part,2015,1
Participatory,2015,1
Partnership,2015,1
Pilgrimage And Tourism,2015,1
Pilgrimage Tourism,2015,1
Pilgrims,2015,1
Product Innovation,2015,1
Qualitative Research,2015,1
Recommender,2015,1
Recommender Systems,2015,1
Rural Tourism,2015,1
Silk Road And,2015,1
Strategy,2015,1
Supply Chain,2015,1
Sustainability In,2015,1
Sustainable Cultural,2015,1
Sustainable Tourism,2015,1
Text Mining,2015,1
Thailand,2015,1
The Arab Gulf,2015,1
The Arab World,2015,1
The Circular Economy,2015,1
The Digital Age,2015,1
The Silk Road,2015,1
The United Arab,2015,1
To Cultural Heritage,2015,1
Tourism An,2015,1
Tourism And Pilgrimage,2015,1
Tourism As,2015,1
Tourism Carrying,2015,1
Tourism Carrying Capacity,2015,1
Tourism Demand,2015,1
Tourism Destination Image,2015,1
Tourism Destination In,2015,1
Tourism Destinations,2015,1
Tourism Governance,2015,1
Tourism Potential,2015,1
Travel To,2015,1
Travelers,2015,1
Tripadvisor,2015,1
Unesco World Heritage,2015,1
Unwto,2015,1
Urban Heritage,2015,1
Urban Tourism,2015,1
Visitors,2015,1
War Heritage,2015,1
Word Of Mouth,2015,1
World Heritage And,2015,1
c,2015,1
g,2015,1
h,2015,1
l,2015,1
p,2015,1
y,2015,1
社交媒体,2015,1
3D Cultural Heritage,2016,1
Airbnb,2016,1
And Big Data,2016,1
And Cultural Tourism,2016,1
And Dark Tourism,2016,1
And Heritage Tourism,2016,1
And Interfaith Dialogue,2016,1
And Road Initiative,2016,1
And The Arab,2016,1
Arab Countries,2016,1
Arab Emirates,2016,1
Arab Journalism,2016,1
Arabia,2016,1
Arabic Version,2016,1
Archaeological,2016,1
Archaeological Heritage,2016,1
Art,2016,1
Artistic,2016,1
Arts,2016,1
At World Heritage,2016,1
Augmented Reality,2016,1
Belt And Road,2016,1
Belt One,2016,1
Belt One Road,2016,1
Big Data Analytics,2016,1
Carrying Capacity,2016,1
China Outbound,2016,1
Climate,2016,1
Climate Change,2016,1
Community Heritage,2016,1
Community-Based Tourism,2016,1
Conservation In,2016,1
Creative Tourism,2016,1
Cultural Heritage And,2016,1
Cultural Heritage Of,2016,1
Cultural Heritage Tourism,2016,1
Cultural Heritage With,2016,1
Cultural Policy,2016,1
Culture Of,2016,1
Dark Tourism In,2016,1
Data Mining,2016,1
Data-Driven,2016,1
Destination Brand,2016,1
Destination Brand Equity,2016,1
Destination Image And,2016,1
Detailed,2016,1
Digital Heritage,2016,1
Earthquake,2016,1
Environments,2016,1
Foreign Policy,2016,1
Global Tourism,2016,1
Governance Of,2016,1
Guideline,2016,1
Gulf Region,2016,1
Heritage And Sustainable,2016,1
Heritage And Tourism,2016,1
Heritage As,2016,1
Heritage At,2016,1
Heritage At Risk,2016,1
Heritage Diplomacy,2016,1
Heritage Heritage,2016,1
Heritage In The,2016,1
Heritage Interpretation,2016,1
Heritage Of,2016,1
Heritage Sites In,2016,1
Heritage Tourism In,2016,1
Heritage-Scape,2016,1
Hospitality And Tourism,2016,1
Hotel,2016,1
Hotels,2016,1
Hotels In,2016,1
In Cultural Heritage,2016,1
In Digital,2016,1
In Dubai,2016,1
In Education,2016,1
In Saudi Arabia,2016,1
In Smart,2016,1
In Thailand,2016,1
In Tourism And,2016,1
In Tourism Research,2016,1
In Travel,2016,1
In Unesco,2016,1
In Virtual,2016,1
Intercultural Dialogue,2016,1
Islam,2016,1
Journey,2016,1
Knowledge Graph,2016,1
Machine Learning For,2016,1
Marketing Strategies,2016,1
Media Marketing,2016,1
Museums,2016,1
Music,2016,1
Music Festival,2016,1
Named Entity Recognition,2016,1
New Technology,2016,1
Of Dark Tourism,2016,1
Of Hajj,2016,1
Of Heritage,2016,1
Of Machine Learning,2016,1
Of The Arab,2016,1
Of The Art,2016,1
Of The Silk,2016,1
Of The Tourism,2016,1
Of Travel,2016,1
On Tourism,2016,1
On Tourism And,2016,1
One Belt,2016,1
One Belt One,2016,1
One Road,2016,1
Open Source Event,2016,1
Preservation,2016,1
Preservation Of,2016,1
Preservation Of Cultural,2016,1
Religious Tourism,2016,1
Research In Tourism,2016,1
Responsible Tourism,2016,1
Road Initiative,2016,1
Saudi Arabia,2016,1
Silk Road,2016,1
Smart City,2016,1
Smart Tourism,2016,1
Smart Tourism Destinations,2016,1
Social Media Marketing,2016,1
Strategy,2016,1
Sustainability Of,2016,1
Sustainable Tourism And,2016,1
Taiwan,2016,1
Thailand,2016,1
The Belt And,2016,1
The Circular Economy,2016,1
The Preservation Of,2016,1
The United Arab,2016,1
The World Heritage,2016,1
To Cultural Heritage,2016,1
Tourism An,2016,1
Tourism And Pilgrimage,2016,1
Tourism As,2016,1
Tourism At,2016,1
Tourism Awareness,2016,1
Tourism Demand,2016,1
Tourism Destination Brand,2016,1
Tourism Destinations,2016,1
Tourism Governance,2016,1
Tourism Heritage,2016,1
Tourism On,2016,1
Tourism Potential,2016,1
Tourism Product,2016,1
Tourist Destinations,2016,1
Tourist Satisfaction And,2016,1
Trade,2016,1
Traditional Culture,2016,1
Trails,2016,1
Training,2016,1
Travel And Tourism,2016,1
Umrah,2016,1
Under The Belt,2016,1
United Arab,2016,1
United Arab Emirates,2016,1
University,2016,1
Virtual Reality,2016,1
Virtual Reconstruction,2016,1
Virtual Reconstruction Of,2016,1
Visitor,2016,1
Visitors,2016,1
Volunteer Tourism,2016,1
Wine Tourism,2016,1
World Cultural Heritage,2016,1
文化,2016,1
文化研究,2016,1
Airbnb,2017,1
And Augmented Reality,2017,1
And Dark Tourism,2017,1
And Destination Image,2017,1
And Smart Tourism,2017,1
And Tourism In,2017,1
Arabic Language Education,2017,1
Artifacts,2017,1
Arts,2017,1
As Tourism,2017,1
As Tourism Destination,2017,1
At World Heritage,2017,1
Big Data In,2017,1
Bio Economy,2017,1
Blockchain,2017,1
Built Heritage,2017,1
Chain,2017,1
Circular Economy,2017,1
Community Engagement,2017,1
Community Participation,2017,1
Community Participation In,2017,1
Country Of Destination,2017,1
Cruise,2017,1
Cruise Tourism,2017,1
Cultural Heritage And,2017,1
Cultural Heritage Protection,2017,1
Cultural Heritage Through,2017,1
Cultural Tourism In,2017,1
Data Collection,2017,1
Data Reconstruction,2017,1
Dataset,2017,1
Deep Learning,2017,1
Destination Choice,2017,1
Destination Competitiveness,2017,1
Destination Image And,2017,1
Destination Image Formation,2017,1
Detailed,2017,1
Digital Age,2017,1
Dissonant Heritage,2017,1
Economy Of,2017,1
Environment,2017,1
Event Marketing,2017,1
Festival Tourism,2017,1
First Tourism,2017,1
Foreign Policy,2017,1
Governance Of,2017,1
Guides,2017,1
Gulf Cooperation Council,2017,1
Heritage Branding,2017,1
Heritage City,2017,1
Heritage Documentation,2017,1
Heritage In The,2017,1
Heritage Interpretation,2017,1
Heritage Knowledge,2017,1
Heritage Of,2017,1
Heritage Protection,2017,1
Heritage Research,2017,1
Heritage Tourism And,2017,1
Higher Education,2017,1
Historic City,2017,1
Hospitality And Tourism,2017,1
In Agriculture,2017,1
In Arab,2017,1
In Cultural Heritage,2017,1
In Destination,2017,1
In Higher Education,2017,1
In Hospitality,2017,1
In Hospitality And,2017,1
In Sustainable,2017,1
In Tourism And,2017,1
In World Heritage,2017,1
Industrial Heritage,2017,1
Intangible Heritage,2017,1
International Law,2017,1
Language Education,2017,1
Learning Methods,2017,1
Local Heritage,2017,1
Machine Learning,2017,1
Maritime Silk Road,2017,1
Marketing On,2017,1
Markets,2017,1
Mass Tourism,2017,1
Media Marketing,2017,1
Mountain,2017,1
Music,2017,1
Muslim Religious,2017,1
Natural Heritage,2017,1
New Silk Road,2017,1
Of Arabic,2017,1
Of Arabic Language,2017,1
Of Blockchain,2017,1
Of Climate,2017,1
Of Climate Change,2017,1
Of Culture,2017,1
Of Digital,2017,1
Of Hajj,2017,1
Of Smart Tourism,2017,1
Of Sustainable,2017,1
Of Tourism And,2017,1
Of Umrah,2017,1
On China,2017,1
On Heritage,2017,1
On The Tourism,2017,1
Part,2017,1
Participation In,2017,1
Pilgrimage And Tourism,2017,1
Pilgrimage Tourism,2017,1
Political Economy,2017,1
Preservation,2017,1
Responsible Tourism,2017,1
Riyadh,2017,1
Road Initiative,2017,1
Roadmap,2017,1
Roads,2017,1
Silk Road Initiative,2017,1
Silk Roads,2017,1
Site Conservation,2017,1
Smart Cities,2017,1
Smart Tourism And,2017,1
Smart Tourism Destinations,2017,1
Social Media Marketing,2017,1
Social Media Research,2017,1
Spain,2017,1
Sustainable Heritage,2017,1
Sustainable Tourism And,2017,1
Sustainable Tourism In,2017,1
The Arabic Language,2017,1
The Digital Age,2017,1
The Maritime Silk,2017,1
The New Silk,2017,1
The Political Economy,2017,1
The United Arab,2017,1
To Destination,2017,1
Tour,2017,1
Tourism An,2017,1
Tourism Awareness,2017,1
Tourism Industry,2017,1
Tourism Marketing,2017,1
Tourism Policy,2017,1
Tourism Promotion,2017,1
Tourism Sector,2017,1
Tourism Strategy,2017,1
Tourist Destination,2017,1
Tourist Destinations,2017,1
Tourist Satisfaction,2017,1
Tourist Satisfaction And,2017,1
Tripadvisor,2017,1
University,2017,1
Urban Heritage,2017,1
User Generated Content,2017,1
Using Machine Learning,2017,1
Virtual Reconstruction,2017,1
Virtual Reconstruction Of,2017,1
Volunteer Tourism,2017,1
War Heritage,2017,1
Word Of Mouth,2017,1
a,2017,1
b,2017,1
d,2017,1
i,2017,1
r,2017,1
s,2017,1
u,2017,1
ا,2017,1
ب,2017,1
ة,2017,1
ت,2017,1
ث,2017,1
ج,2017,1
ح,2017,1
خ,2017,1
د,2017,1
ر,2017,1
ز,2017,1
س,2017,1
ص,2017,1
ض,2017,1
ط,2017,1
ع,2017,1
ف,2017,1
ق,2017,1
ك,2017,1
ل,2017,1
م,2017,1
ن,2017,1
و,2017,1
ي,2017,1
伊斯兰,2017,1
博物馆,2017,1
历史文化,2017,1
展览,2017,1
数字,2017,1
数字文化,2017,1
数字资源,2017,1
 ,2018,1
"""",2018,1
",",2018,1
3D Cultural Heritage,2018,1
Abroad,2018,1
Adventure Tourism,2018,1
Against,2018,1
Air,2018,1
Airbnb,2018,1
Alexandria University,2018,1
And Augmented Reality,2018,1
And Community Participation,2018,1
And Cultural Tourism,2018,1
And Destination Image,2018,1
And Event Tourism,2018,1
And Interfaith Dialogue,2018,1
And Smart Tourism,2018,1
And The Environment,2018,1
Arab Countries,2018,1
Arab-Israeli,2018,1
Arabic Calligraphy,2018,1
Archaeology,2018,1
Architectural Heritage,2018,1
Artifacts,2018,1
Arts,2018,1
Bahrain,2018,1
Big Data Analytics,2018,1
Blockchain Technology,2018,1
By Destination,2018,1
Cairo,2018,1
Calligraphy,2018,1
China Outbound,2018,1
China-Arab,2018,1
Chinese Outbound Tourists,2018,1
Chinese Tourists,2018,1
Community-Based Tourism,2018,1
Conservation Of,2018,1
Country Of Destination,2018,1
Cruise Tourism,2018,1
Culinary Tourism,2018,1
Cultural Exhibition,2018,1
Cultural Heritage In,2018,1
Cultural Heritage Preservation,2018,1
Cultural Heritage Sites,2018,1
Cultural Heritage Tourism,2018,1
Cultures,2018,1
Dark Tourism In,2018,1
Data Mining,2018,1
Deep Learning,2018,1
Destination Competitiveness,2018,1
Destination Country,2018,1
Destination Image On,2018,1
Destination Marketing,2018,1
Detailed,2018,1
Difficult Heritage,2018,1
Digital Heritage,2018,1
Digital Photogrammetry,2018,1
Digitalization,2018,1
Domain,2018,1
Earthquake,2018,1
Education In,2018,1
Egyptian Museum,2018,1
Event Tourism,2018,1
Exhibition,2018,1
Festival Tourism,2018,1
Foreign Policy,2018,1
Guides,2018,1
Hajj And Umrah,2018,1
Heritage And Cultural,2018,1
Heritage And Tourism,2018,1
Heritage As,2018,1
Heritage At,2018,1
Heritage Digitization,2018,1
Heritage Diplomacy,2018,1
Heritage In The,2018,1
Heritage In Tourism,2018,1
Heritage Interpretation And,2018,1
Heritage Sites In,2018,1
Heritage Tourism Sites,2018,1
Higher Education,2018,1
Hotels In,2018,1
Image And Destination,2018,1
In Arab,2018,1
In Cultural Tourism,2018,1
In Digital,2018,1
In Thailand,2018,1
In Tourism In,2018,1
In Virtual,2018,1
Industrial Heritage,2018,1
Intangible Cultural Heritage,2018,1
Intangible Heritage,2018,1
International Tourism,2018,1
Islam,2018,1
Knowledge Conservation,2018,1
Law,2018,1
Local Heritage,2018,1
Machine Learning,2018,1
Machine Learning For,2018,1
Mecca,2018,1
Medical Tourism,2018,1
Monuments,2018,1
Museum Diplomacy,2018,1
Music,2018,1
Muslim Religious,2018,1
New Research,2018,1
Of Arabic,2018,1
Of Arabic Calligraphy,2018,1
Of Augmented Reality,2018,1
Of Belt,2018,1
Of Belt And,2018,1
Of Blockchain,2018,1
Of China,2018,1
Of Destination Brand,2018,1
Of Destination Image,2018,1
Of Hajj,2018,1
Of Heritage,2018,1
Of Religious Tourism,2018,1
Of Silk,2018,1
Of Smart,2018,1
Of Smart Tourism,2018,1
Of Sustainable,2018,1
Of The Arab,2018,1
Of The Belt,2018,1
Of Tourism And,2018,1
Of Tourism In,2018,1
Of Tourist,2018,1
Of Travel,2018,1
Of Unesco,2018,1
Of Virtual Reality,2018,1
On Destination,2018,1
On Destination Image,2018,1
On Tourism And,2018,1
On Tourists,2018,1
Outbound Tourists,2018,1
Outbound Travel,2018,1
Pilgrimage And Tourism,2018,1
Pilgrims,2018,1
Policy In,2018,1
Post-Conflict Tourism,2018,1
Recommender,2018,1
Recommender Systems,2018,1
Relation Extraction,2018,1
Religious Tourism,2018,1
Road To,2018,1
Roadmap,2018,1
Roads,2018,1
School,2018,1
Silk Road Initiative,2018,1
Smart Cities,2018,1
Smart Tourism Destinations,2018,1
Sustainability In The,2018,1
Sustainable City,2018,1
The Circular Economy,2018,1
The Silk Road,2018,1
The Tourism Sector,2018,1
The World Heritage,2018,1
To Tourism,2018,1
Tourism An,2018,1
Tourism And Cultural,2018,1
Tourism Carrying,2018,1
Tourism Carrying Capacity,2018,1
Tourism Destination Image,2018,1
Tourism Market,2018,1
Tourism Promotion,2018,1
Tourism Sites,2018,1
Tourism Supply,2018,1
Tourism To,2018,1
Tourist Behavior,2018,1
Tourist Destination,2018,1
Tourist Destination Image,2018,1
Trails,2018,1
Travel And Tourism,2018,1
Travel Planning,2018,1
Travelers,2018,1
Umrah,2018,1
Under The Belt,2018,1
Urban Tourism,2018,1
Virtual Reality In,2018,1
Virtual Reconstruction,2018,1
Virtual Reconstruction Of,2018,1
Word Of Mouth,2018,1
World Cultural Heritage,2018,1
World Heritage Sites,2018,1
[,2018,1
],2018,1
a,2018,1
c,2018,1
d,2018,1
e,2018,1
f,2018,1
g,2018,1
h,2018,1
i,2018,1
l,2018,1
m,2018,1
n,2018,1
o,2018,1
p,2018,1
r,2018,1
s,2018,1
t,2018,1
u,2018,1
y,2018,1
3D Cultural Heritage,2019,1
Abroad,2019,1
And Community Participation,2019,1
And Cultural Heritage,2019,1
And Heritage Tourism,2019,1
And Smart Tourism,2019,1
And The Heritage,2019,1
And Virtual Reality,2019,1
Arab Countries,2019,1
Arab Journalism,2019,1
Arab League,2019,1
Arab Spring,2019,1
Arab-Israeli,2019,1
Arabic Calligraphy,2019,1
Arabic Language,2019,1
Arabic Language Education,2019,1
Arabic-English,2019,1
Archaeology,2019,1
Architectural Heritage,2019,1
Big Data Analytics,2019,1
Big Data In,2019,1
Calligraphy In,2019,1
Carrying Capacity,2019,1
Chatbot,2019,1
China And The,2019,1
Chinese Outbound Tourism,2019,1
Community Engagement,2019,1
Community Participation In,2019,1
Conservation In,2019,1
Country Of Destination,2019,1
Cultural Economy,2019,1
Cultural Heritage Through,2019,1
Cultural Tourism Policy,2019,1
Culture Of,2019,1
Destination Brand,2019,1
Destination Brand Equity,2019,1
Destination Country,2019,1
Destination Image And,2019,1
Destination Image Formation,2019,1
Digital Data,2019,1
Digital Reconstruction,2019,1
Economy Of,2019,1
Ecotourism,2019,1
Educational,2019,1
Emerging Heritage,2019,1
Emerging Market,2019,1
Environment,2019,1
For Sustainable Tourism,2019,1
Google Maps,2019,1
Governance In,2019,1
Guideline,2019,1
Hajj And Umrah,2019,1
Heritage And The,2019,1
Heritage Authenticity,2019,1
Heritage Awareness,2019,1
Heritage Diplomacy,2019,1
Heritage Documentation,2019,1
Heritage Listing,2019,1
Heritage Tourism And,2019,1
Heritage Tourism In,2019,1
Heritage Value,2019,1
Higher Education,2019,1
Historic City,2019,1
In Agriculture,2019,1
In Destination,2019,1
In Digital,2019,1
In Dubai,2019,1
In Heritage,2019,1
In Heritage Tourism,2019,1
In Higher Education,2019,1
In Saudi Arabia,2019,1
In Sustainable,2019,1
In The Tourism,2019,1
In Tourism Destination,2019,1
Industrial Heritage,2019,1
Islamic World,2019,1
Jakarta,2019,1
Journey,2019,1
Language Education,2019,1
Learning Methods,2019,1
Learning-Based,2019,1
Machine Learning-Based,2019,1
Mainland,2019,1
Marketing Strategies,2019,1
Markets,2019,1
Mecca,2019,1
Medical Tourism,2019,1
Modern Technology,2019,1
Modern Tourism,2019,1
Mountain,2019,1
Museums,2019,1
Music,2019,1
Muslim Religious,2019,1
North Africa,2019,1
Object Detection,2019,1
Of Arabic,2019,1
Of Arabic Language,2019,1
Of Artificial,2019,1
Of Artificial Intelligence,2019,1
Of Belt,2019,1
Of Belt And,2019,1
Of Big Data,2019,1
Of Blockchain,2019,1
Of Climate,2019,1
Of Climate Change,2019,1
Of Deep Learning,2019,1
Of Destination Brand,2019,1
Of Digital,2019,1
Of Heritage Tourism,2019,1
Of Machine Learning,2019,1
Of Religious Tourism,2019,1
Of Silk,2019,1
Of Sustainable Tourism,2019,1
Of The Digital,2019,1
Of Tourism And,2019,1
Of Tourism Destination,2019,1
Of Tourist,2019,1
Of Travel,2019,1
Of Unesco,2019,1
Of Virtual,2019,1
Of Virtual Reality,2019,1
On Destination Image,2019,1
On Digital,2019,1
On The Tourism,2019,1
Outbound Tourism,2019,1
Part,2019,1
Pilgrim,2019,1
Pilgrimage To,2019,1
Pilgrimage To Mecca,2019,1
Pilgrimage Tourism,2019,1
Policy Coordination,2019,1
Political Economy,2019,1
Recommender,2019,1
Recommender Systems,2019,1
Regulation,2019,1
Sharm El Sheikh,2019,1
Smart Tourism And,2019,1
Smart Tourism Destination,2019,1
Speech Recognition,2019,1
Sport Tourism,2019,1
Supply Chain,2019,1
Sustainable Cultural,2019,1
Taiwan,2019,1
Temple,2019,1
The Arab Spring,2019,1
The United Arab,2019,1
To Mecca,2019,1
Tourism And Cultural,2019,1
Tourism And The,2019,1
Tourism As,2019,1
Tourism Carrying,2019,1
Tourism Carrying Capacity,2019,1
Tourism Destination Image,2019,1
Tourism Destination In,2019,1
Tourism Destinations,2019,1
Tourism Diversification,2019,1
Tourism In The,2019,1
Tourism Industry,2019,1
Tourism Market,2019,1
Tourism Marketing,2019,1
Tourism Potential,2019,1
Tourism Product,2019,1
Tourism Promotion,2019,1
Tourism Strategy,2019,1
Tourist Destination Image,2019,1
Tourists In,2019,1
Travel Intention,2019,1
Umrah Pilgrimage,2019,1
Under The Belt,2019,1
Urban Tourism,2019,1
User Generated Content,2019,1
Virtual Reality In,2019,1
Visitor,2019,1
Wine Tourism,2019,1
Word Of Mouth,2019,1
c,2019,1
g,2019,1
h,2019,1
l,2019,1
o,2019,1
p,2019,1
v,2019,1
x,2019,1
y,2019,1
ؤ,2019,1
ئ,2019,1
ا,2019,1
ب,2019,1
ة,2019,1
ت,2019,1
ث,2019,1
ج,2019,1
ح,2019,1
خ,2019,1
د,2019,1
ر,2019,1
س,2019,1
ص,2019,1
ط,2019,1
ع,2019,1
ف,2019,1
ق,2019,1
ك,2019,1
ل,2019,1
م,2019,1
ن,2019,1
و,2019,1
ي,2019,1
传统文化,2019,1
倡议,2019,1
创新发展,2019,1
区域传播,2019,1
技术,2019,1
教育,2019,1
文化传播,2019,1
文化活动,2019,1
游客,2019,1
跨区域,2019,1
Ai-Enabled,2020,1
Air,2020,1
Airbnb,2020,1
Al Ahsa,2020,1
Algorithmic,2020,1
And Deep Learning,2020,1
And Destination Loyalty,2020,1
Arabic Calligraphy,2020,1
Arabic Version,2020,1
Archaeological Site,2020,1
Archaeology,2020,1
Belt One,2020,1
Belt One Road,2020,1
Big Data In,2020,1
Built Heritage,2020,1
By Destination,2020,1
Calligraphy,2020,1
Chatbot,2020,1
Chinese Outbound Tourism,2020,1
Circular Economy,2020,1
Climate,2020,1
Community Engagement,2020,1
Creative Tourism,2020,1
Cultural Heritage Of,2020,1
Cultural Heritage Planning,2020,1
Cultural Heritage Preservation,2020,1
Cultural Heritage Through,2020,1
Cultural Heritage Tourism,2020,1
Cultural Tourism In,2020,1
Cultural Tourism Policy,2020,1
Data Forecasting,2020,1
Destination Awareness,2020,1
Destination Country,2020,1
Destination In,2020,1
Destination Loyalty,2020,1
Destination Marketing,2020,1
Detailed,2020,1
Digital Age,2020,1
Digital Cultural,2020,1
Digital Cultural Heritage,2020,1
Digital Economy,2020,1
Digital Heritage,2020,1
Digital Museum,2020,1
Digital Preservation,2020,1
Digital Preservation Of,2020,1
Digital Reconstruction,2020,1
Digital Reconstruction Of,2020,1
Digital Transformation,2020,1
Digital Twins,2020,1
Domain,2020,1
Dubai,2020,1
Ecotourism,2020,1
Eid,2020,1
Emerging Tourism,2020,1
Environmental Sustainability,2020,1
Environments,2020,1
Exports By Destination,2020,1
Festival Tourism,2020,1
Film Tourism,2020,1
For Sustainable Tourism,2020,1
Global Industry,2020,1
Governance In,2020,1
Great Silk,2020,1
Great Silk Road,2020,1
Green Event,2020,1
Gulf Cooperation Council,2020,1
Hajj And Umrah,2020,1
Heritage And Cultural,2020,1
Heritage And Sustainable,2020,1
Heritage At,2020,1
Heritage Diplomacy,2020,1
Heritage In The,2020,1
Heritage In Tourism,2020,1
Heritage Information,2020,1
Heritage Interpretation And,2020,1
Heritage Of The,2020,1
Heritage Planning,2020,1
Heritage Preservation,2020,1
Heritage Tourism Sites,2020,1
Hospitality Industry,2020,1
Image And Destination,2020,1
In Agriculture,2020,1
In Ai,2020,1
In Arab,2020,1
In Cultural Tourism,2020,1
In Dark Tourism,2020,1
In Higher Education,2020,1
In Smart,2020,1
In Thailand,2020,1
In Tourism And,2020,1
In Tourist,2020,1
In Travel,2020,1
In Virtual,2020,1
Influencer Marketing,2020,1
Intangible Heritage,2020,1
International Festival,2020,1
Islamic Art,2020,1
Jakarta,2020,1
Knowledge Graph,2020,1
Kuwait,2020,1
Learning In,2020,1
Learning-Based,2020,1
Machine Learning-Based,2020,1
Mainland,2020,1
Market Cooperation,2020,1
Marketing Strategies,2020,1
Marketing Strategies For,2020,1
Markets,2020,1
Media Marketing,2020,1
Medical Tourism,2020,1
Monuments,2020,1
Music Festival,2020,1
New Destination,2020,1
New Museum,2020,1
North Africa,2020,1
Of Ai And,2020,1
Of Arab,2020,1
Of Arabic,2020,1
Of Arabic Calligraphy,2020,1
Of Artificial,2020,1
Of Artificial Intelligence,2020,1
