source,target,weight
Cross-Cultural,Tour,17
Life,Tour,17
技术,文化,17
Disaster,文化,17
Disaster,Disaster Risk,17
Reconstruction,三维重建,17
商品化,文化,17
Community-Based,遗产,17
Generative,Tour,17
Nation,Report,16
State,Statement,16
教育,研究,16
States,United States,16
State,United States,16
Formation,Search,16
Collaborative,Labor,16
Rate,学习,16
Language,Natural,16
Change,气候变化,16
Systematic,评述,16
Meta-Analysis,元分析,16
Formation,Media,16
Trends,研究,16
Nation,全球,16
增强现实,虚拟现实,16
Mina,determinants of,16
Determinants Of,Mina,16
Work,社会,16
Circular,数字,16
影响,经济,16
Insight,Insights,16
Rate,视角,16
Challenges,阿拉伯,16
Indonesia,in indonesia,16
Opportunities,Tour,16
发展,影响,16
In Africa,in africa,16
Africa,in africa,16
World,可持续发展,16
View,遗产,16
State,旅游,16
Role,role in,16
Asia,East,16
Transnational,国家,16
Nation,Transnational,16
Foreign Language,Language,16
Perspectives On,perspectives on,16
Competitive,旅游,16
Issue,Issues In,16
Issues,Issues In,16
文化,经济,16
Role Of,文化,16
role of,文化,16
Public,Tour,16
旅游,资源,16
Reality,文化,16
Experiences,旅游,16
English,in english,16
Influence,The Influence Of,16
Gene,Generative Ai For,16
Product,数字,16
Front,Front Matter,16
Front Matter,front matter,16
Front Matter,Matter,16
Front,front matter,16
Matter,front matter,16
South,文化,16
Presentation,文化,16
Image,阿拉伯,16
English,English Language,16
English Language,Language,16
传统,文化,16
Conflict,阿拉伯,16
Diplomacy,国家,16
交流,国家,16
East,Nation,16
The Belt And,文化,16
Silk,文化,16
Formation,文化,16
People,阿拉伯,16
Issue,文化,16
Reconstruction,遗产,16
English,english version,16
Maritime,Maritime Silk,16
Maritime,丝绸之路,16
Maritime,Silk,16
Maritime,maritime silk,16
Maritime,Road,16
Road,The Maritime Silk,16
South,Tour,16
Land,遗产,16
Empowerment,Power,16
目的地,遗产,16
Religious,of religious,16
In Saudi,in saudi,16
Saudi,in saudi,16
Diversification,经济,16
Discourse,critical discourse,16
Critical,Critical Discourse,16
Evidence,Tour,16
埃及,旅游,16
Sport,Tour,16
Resident,旅游,16
Image On,Nation,16
Bali,旅游,16
Nation,country image,16
Crisis,旅游,16
East And North,north africa,16
Africa,East And North,16
Visit,Visitor,16
Tour,国际,16
Rate,Recovery,16
Post-Conflict,Tour,16
旅游,韧性,16
Chinese,游客,16
Choice,Nation,16
Virtual,遗产,16
Gene,in generative,16
Gene,In Generative,16
In Generative,in generative,16
Ethics,Generative Ai,16
Ethics,generative ai,16
Content,Generative,16
Disaster,disaster risk,16
Disaster Risk,disaster risk,16
Intangible,知识,16
Site,地方,16
数字,艺术,16
Text Mining,Tour,16
Language,text mining,16
Cross-Language,Language,16
Language,Text Mining,16
Nation,State,15
Guidelines,管理,15
实践,研究,15
Change,Change In,15
Internet Of,Things,15
Internet Of,物联网,15
Internet Of,of things,15
Things,物联网,15
Things,of things,15
Factors,Factors In,15
Of Human,of human,15
Human,Of Human,15
An Introduction,Introduction,15
Introduction,an introduction,15
Of An,of an,15
Delivery,Live,15
Pandemic,The Covid-19 Pandemic,15
View,教育,15
Gene,View,15
Large Language,Models,15
Nation,因素,15
Improve,Improved,15
Climate,气候变化,15
Challenges,Challenges In,15
Challenges In,挑战,15
Formation,社交媒体,15
Challenges,View,15
Graph,Graphs,15
Chain,supply chain,15
Marketing,研究,15
框架,概念,15
艺术,视角,15
Health,Healthcare,15
应用,数字,15
Gene,发展,15
Processes,流程,15
High,教育,15
Contexts,Text,15
Sentiment,Time,15
Reality,Tour,15
Role,艺术,15
Determinants,Mina,15
Technologies,艺术,15
Tour,政治,15
One Belt,one road,15
Rate,可持续,15
Examining,Mining,15
Politics Of,politics of,15
Site,可持续,15
Nation,Soft,15
Diplomacy,Power,15
Diplomacy,Diplomacy In The,15
Intelligence,旅游,15
Technologies,旅游,15
Evolution,旅游,15
Change,People,15
旅游,风俗,15
Potential,Tour,15
English,In English,15
In English,in english,15
Free,Freedom,15
Generative Ai,Generative Ai For,15
Import,Importance Of,15
数字,服务,15
Africa,South,15
Post,文化,15
America,文化,15
伊斯兰,阿拉伯,15
Comparative,Comparative Study Of,15
视角,阿拉伯,15
Marketing,文化,15
Rate,Short Video,15
Russia,Russian,15
博物馆,遗产,15
文化外交,遗产,15
Construction Of,The Construction Of,15
State,阿拉伯,15
经济,阿拉伯,15
Nation,交流,15
Silk,旅游,15
Silk,Tour,15
Building,旅游,15
中国,合作,15
区域,旅游,15
Introduction,Tour,15
可持续,地方,15
English,Version,15
Version,english version,15
English Version,Version,15
Strategies,Tour,15
Memory,遗产,15
In An,旅游,15
Twin,旅游,15
语境,遗产,15
Protection Of,文化,15
视角,遗产,15
Of World,World,15
Power,Power In,15
Chapter,阿拉伯,15
Language,Students,15
Gulf,In The Gulf,15
Of Religious,Religious,15
Of Religious,of religious,15
In Saudi,Tour,15
Critical Discourse,话语分析,15
Critical Discourse,Discourse,15
The Future Of,旅游,15
Tour,区域,15
Promotion,旅游,15
Resident,Tour,15
旅游,流程,15
Nation,Rural,15
The Case Of,目的地,15
Country,country of,15
Chapter,Tour,15
Age Of,Image,15
Perception,游客,15
East,East And North,15
Nation,治理,15
Rural,发展,15
Pandemic,旅游,15
国际,旅游,15
Action,Image,15
Implications,Tour,15
Studies,Tour,15
In The Middle,旅游,15
market trends,旅游,15
Trends,market trends,15
Tour,market trends,15
Short,Tour,15
Mina,旅游,15
City Of,旅游,15
Jazeera,Of Al,15
Content In,Generated,15
generated content,旅游,15
Of User-Generated Content,Rate,15
Of User-Generated Content,user generated,15
Gene,In Generative Ai,15
In Generative Ai,in generative,15
Generative Ai,in generative,15
In Generative,In Generative Ai,15
Generative Ai,In Generative,15
Disaster Risk,文化,15
Graph,Intangible,15
Generative,旅游,15
Chatbot,Customer,15
Document,Documentation,15
Media,效果,14
Reviews,系统综述,14
Burden Of Disease Study,分析,14
Guideline,管理,14
Meta-Analysis,系统综述,14
Meta-Analysis,View,14
Treatment Of,treatment of,14
View,overview of,14
of things,物联网,14
internet of,of things,14
Open,Source,14
Search,教育,14
Factors In,因素,14
挑战,艺术,14
挑战,研究,14
Studies,Studies In,14
An Introduction,an introduction,14
Large,Scale,14
Mental,Mental Health,14
Health,Mental,14
States,United,14
State,United,14
全球,发展,14
Integration,integration of,14
Interpretation,Interpretation Of,14
Interpretation Of,interpretation of,14
全球,地方,14
Large,知识,14
Comprehensive,View,14
发展,社会,14
Era Of,era of,14
Work,学习,14
View,挑战,14
Supply Chain,supply chain,14
框架,艺术,14
View,管理,14
Risk,Risks,14
Graph,Large,14
Graph,Language,14
Gene,Graph,14
Enhance,Enhanced,14
Graphrag,知识,14
Formation,Image,14
City,View,14
Contexts,语境,14
Of Ai-Generated,Rate,14
Search,Trends,14
全球,国家,14
Bibliometric,分析,14
文学,评述,14
Augmented,虚拟现实,14
旅游,虚拟现实,14
Determinants,determinants of,14
Determinants,Determinants Of,14
Work,经济,14
Market,Nation,14
Water,文化,14
One Belt,belt one,14
belt one,one road,14
Media,Role,14
旅游,穆斯林,14
Urban,文化,14
Rate,marketing strategies,14
Politics,文化,14
Nation,Park,14
Content,内容分析,14
Mina,文化,14
影响,社交媒体,14
Image,影响,14
Politics,The Politics Of,14
Marketing,数字,14
Understanding,旅游,14
Competitiveness,旅游,14
Customer,旅游,14
Women,Women In,14
Source,Tour,14
Place,文化,14
Search,视角,14
Approaches,approaches to,14
Approaches,Approaches To,14
Plan,发展,14
数字,框架,14
Work,数字,14
Nation,数字,14
South Africa,south africa,14
Africa,South Africa,14
South,south africa,14
City,Electricity,14
America,阿拉伯,14
Introduction,文化,14
Studies,阿拉伯,14
认同,遗产,14
East,文化,14
Nation,Product,14
Cross-Cultural,传播,14
Cross-Cultural,经验,14
In The Middle East,middle east,14
Nation,教育,14
Israeli,阿拉伯,14
Nation,博物馆,14
Memory,文化,14
Virtual,数字,14
of intangible,文化,14
Integration,文化,14
Resources,文化,14
World,国家,14
Integration,旅游,14
The Belt And,一带一路,14
Building,Tour,14
Countries,Tour,14
Critical,文化,14
可持续旅行,遗产,14
Space,旅游,14
Real,遗产,14
of world,遗产,14
Of World,遗产,14
Unesco,全球,14
Media,Mediating,14
Technologies,遗产,14
Construction Of,Reconstruction Of The,14
Saudi,发展,14
Perceptions,旅游,14
Plan,可持续,14
City,可持续,14
The Case Of,遗产,14
Region,Tour,14
卡塔尔,发展,14
Visit,旅游,14
Gulf,Post,14
Future Of,Tour,14
Brand,Image,14
Nation,行为,14
Personal,旅游,14
Tour,框架,14
Relations,Tour,14
Nation,image in,14
Nation,country of,14
The Image Of,image of,14
Age Of,Image Of,14
image of,目的地,14
Image,Image In,14
Nation,国际旅行,14
middle east,旅游,14
朝圣者,朝觐,14
事件,非斯,14
Image,Perception,14
Park,Tour,14
Tour,理论,14
Chinese,旅行,14
East,market trends,14
Middle East,market trends,14
East,Trends,14
Middle East,Trends,14
City Of,Tour,14
City,Perception,14
Comparison Of,Tour,14
Recommendation,旅游,14
Age Of,Jazeera,14
Coverage,Coverage Of,14
English,Jazeera,14
Nation,User-Generated Content,14
Ai-Generated Content,Gene,14
Ai-Generated Content,generated content,14
Ai-Generated Content,Rate,14
Ai-Generated Content,Content,14
Ai-Generated Content,Generated Content,14
Generated,Of User-Generated Content,14
Generative Ai,In Generative Ai,14
disaster risk,文化,14
Disaster Risk,遗产,14
框架,遗产,14
City,文化旅行,14
Language,Mining,14
Staged,原真性,14
City,Staged,14
Community,遗产旅行,14
ai in,旅游,14
Tour,ai in,14
Chatbot,Tour,14
Chatbot,风俗,14
Short Video,旅游,14
Tour,Video,14
Nation,View,13
Burden Of Disease,Burden Of Disease Study,13
Prevention,事件,13
Treatment,Treatment Of,13
Internet Of,internet of,13
Things,internet of,13
Gene,Human,13
systematic reviews,系统综述,13
Reviews,systematic reviews,13
Qualitative,Search,13
Challenges,研究,13
Studies In,studies in,13
Studies,studies in,13
Biodiversity,多样性,13
Improve,to improve,13
Graph,学习,13
Structured,结构,13
intelligence in,艺术,13
Intelligence,View,13
Intelligence,Intelligence In,13
Shift,Shifting,13
Program,Programs,13
Applications Of,应用,13
影响,艺术,13
In The Age Of,age of,13
Search,社会,13
Search,艺术,13
Formation,View,13
Graphs,知识,13
Supply,supply chain,13
The Power Of,power of,13
Power,The Power Of,13
Neural,Works,13
Neural,神经网络,13
Neural,Work,13
Works,神经网络,13
Geographic,Graph,13
Reality,Reality In,13
Applications In,applications in,13
applications in,应用,13
Question,Questions,13
Of Text,Text,13
Large,Text,13
Personal,Personalized,13
View,an overview,13
Real,World,13
Contexts,Texts,13
Texts,语境,13
Generated,Of Ai-Generated,13
Of Ai,of ai,13
Behavioral,行为,13
View,影响,13
Strategies,文化,13
Time,情感分析,13
City,Role,13
Effectiveness,效果,13
Co-Creation,Creation,13
Formation,Rate,13
政治,旅游,13
未来研究,研究,13
Program,Programme,13
Historic,Tour,13
Nation,语境,13
服务,艺术,13
Urban,of urban,13
Medical,旅游,13
Strategies,marketing strategies,13
Park,Parks,13
Site,案例研究,13
Methods,文化,13
State,Tour,13
Attitude,Attitudes,13
Nation,Power,13
In South,South,13
Security,旅游,13
English,Teaching,13
地方,影响,13
Chinese,Nation,13
Immersive,Virtual,13
Design,数字,13
Perspectives,perspectives on,13
perspectives on,视角,13
Rate,经济,13
Reference,References,13
Implications,implications of,13
3D Modeling,Modeling,13
传播,视角,13
Tour,Understanding,13
Creation,旅游,13
Competitiveness,Nation,13
Tour,价值,13
Gene,影响,13
Influence,Intention,13
Relationship,The Relationship Between,13
Area,Tour,13
Guide,旅游,13
Source,旅游,13
Business,旅游,13
Design,经验,13
Role,Role In,13
Importance,Importance Of,13
Chain,数字,13
Chinese,In Chinese,13
Contemporary,文化,13
World,中国,13
文化,翻译,13
Action,吸引物,13
价值,遗产,13
Media,World,13
文化,穆斯林,13
Religious,阿拉伯,13
American,阿拉伯,13
Features,Features Of,13
construction of,文化,13
Construction,文化,13
Branding In,branding in,13
Branding,文化,13
Of Rural,Rural,13
In The Middle,middle east,13
Chinese,视角,13
分析,文化,13
文化,概念,13
Change,Program,13
Road,遗产,13
Of Intangible,遗产,13
of intangible,遗产,13
Road To,丝绸之路,13
World,丝绸之路,13
Conflict,Nation,13
Halal,旅游,13
Halal,Tour,13
Relations,旅游,13
Action,目的地,13
Mental,Tour,13
Indigenous,文化,13
Conceptual,旅游,13
Issues,文化,13
Significance,significance of,13
english version,旅游,13
English Version,旅游,13
Impacts,旅游,13
Age Of,文化,13
Africa,Tour,13
教育,遗产,13
Power In,Soft,13
Language,World,13
Chinese,Language,13
Teaching,阿拉伯,13
Role,阿拉伯,13
Gulf,阿拉伯,13
Reconstruction Of The,reconstruction of,13
Reconstruction Of,Reconstruction Of The,13
管理,风险管理,13
Gulf,Tour,13
Region,旅游,13
Personal,Tour,13
Nation Branding,旅游,13
Tour,行为,13
City,游客,13
Image Of,Nation,13
Crisis,Tour,13
Country,Country Of,13
Visit,Visitors,13
Tour,middle east,13
朝觐,管理,13
旅游,朝觐,13
City,经验,13
Monitor,Tour,13
Image,The Case Of,13
Image,遗产,13
Flow,Tour,13
Colonial,Post-Colonial,13
Post,Post-Colonial,13
Mina,Tour,13
Perception Of,Tour,13
Present,Tour,13
Of Chinese,Tour,13
Chinese Outbound,旅游,13
Crowd,Tour,13
Comparison Of,发展,13
Al-Jazeera,Jazeera,13
Of Al,al jazeera,13
Site,管理,13
Generative Ai And,generative ai,13
Site,of world,13
Of Generative,generative ai,13
ai chatbot,服务,13
Assessment,遗产,13
Dark,遗产,13
知识图谱,遗产,13
Construction,三维重建,13
Soft,Tour,13
Promoting,旅游,13
Adoption,旅游,13
Enhancing,Tour,13
治理,目的地,13
Craft,旅游,13
Generated Content,旅游,13
World,可持续,13
Recommendation,旅行,13
Ai-Driven,旅游,13
Collectible,Trump,13
Collectible,View,13
Documentation,遗产,13
Tour,机器学习,13
Report,View,12
Patient,Patients,12
Rate,全球,12
事件,管理,12
Burden,burden of,12
Large,of large,12
Of Large,of large,12
Treatment,treatment of,12
And Future Directions,Future Directions,12
internet of,物联网,12
Qualitative,研究,12
Challenges,艺术,12
Search,挑战,12
Path,Pathways,12
Challenges,学习,12
Introduction To,introduction to,12
Introduction,Introduction To,12
Guidelines,研究,12
Large-Scale,Scale,12
Large,Large-Scale,12
Covid-19 Pandemic,The Covid-19 Pandemic,12
Health,Mental Health,12
United,United States,12
Rate,Source,12
Mental,发展,12
Functions,功能,12
Gene,Search,12
Language,知识,12
Microplastics,Plastic,12
Critical,View,12
文化,流程,12
Post,Rate,12
Gene,应用,12
Chain,Chains,12
Networks,Neural,12
Networks,神经网络,12
Conceptual,框架,12
Work,概念,12
Healthcare,in healthcare,12
Care,in healthcare,12
Gene,Intelligence,12
Chain,View,12
学习,算法,12
Reality In,Virtual,12
Real,Reality In,12
Generation,augmented generation,12
Augmented,augmented generation,12
Augmented,Generation,12
Augmented,Gene,12
技术,艺术,12
Product,发展,12
Text,知识,12
Mental,可持续发展,12
Graphrag,知识图谱,12
Corporate,Rate,12
Change,影响,12
挑战,教育,12
Ecosystem,ecosystem services,12
ecosystem services,服务,12
Challenges Of,challenges of,12
Ai-Generated,Gene,12
Ai-Generated,Rate,12
Ai-Generated,Generated,12
In Ai,in ai,12
Visual,可视化,12
经验,艺术,12
View,环境,12
View,经济,12
impacts of,影响,12
Evidence,经济,12
Impacts Of,impacts of,12
Nation,Strategies,12
Chain,技术,12
区块链,技术,12
Consumer,旅游,12
Market,目的地,12
City,Formation,12
Consequences,Consequences Of,12
Media,Role Of,12
Media,role of,12
Rate,国家,12
Area,Protected,12
Areas,Protected,12
Africa,中国,12
In An,in an,12
Formation,发展,12
Park,国家,12
Mental,文化,12
可持续,数字,12
Nation Branding,Nation Branding And,12
Nation,Nation Branding And,12
Urban,发展,12
研究,经济,12
East,South,12
Asia,South,12
Effects,旅游,12
Gene,Role,12
Media,影响,12
Diplomacy,World,12
The Politics Of,politics of,12
3D Modeling,3d modeling,12
3d modeling,Modeling,12
研究,经验,12
Competitive,Tour,12
Time,旅游,12
Time,Tour,12
价值,旅游,12
Action,经验,12
Creation,文化,12
款待,研究,12
Guide,Tour,12
Developing,Nation,12
Intelligence,Tour,12
Cognition,Recognition,12
Gene,学习,12
World,管理,12
Comparative,Nation,12
Gene,Text,12
Nation,质量,12
发展,数字,12
Mean,文化,12
Acknowledgements,知识,12
Content,Table,12
West,文化,12
Russia,文化,12
Focus,文化,12
World,艺术,12
Cross-Cultural,Media,12
传播,阿拉伯,12
Media,中国,12
Media,Perception,12
Perception,中国,12
Construction,construction of,12
Of Saudi,Saudi,12
Rural,of rural,12
Of Rural,of rural,12
Cross-Cultural,Nation,12
Conflict,Israel,12
博物馆,国家,12
Diplomacy In,Diplomacy In The,12
Program,交流,12
Change,国家,12
交流,国际,12
可持续旅行,文化,12
Nation,案例研究,12
Belt,旅游,12
Wellness,旅游,12
Route,Tour,12
因素,旅游,12
The New Silk,丝绸之路,12
Silk,The New Silk,12
Road,The New Silk,12
Nation,遗产旅行,12
Sri Lanka,sri lanka,12
Strategic,旅游,12
Human,文化,12
文化旅行,遗产,12
Tour,环境,12
Practices,旅游,12
Assessment,旅游,12
Tour,Twin,12
Route,Routes,12
Text,遗产,12
Space,Tour,12
The Influence Of,influence of,12
Design Of,design of,12
Design,design of,12
France,Tour,12
Of Unesco,Unesco,12
Protection Of,遗产,12
Introduction,遗产,12
Preserving,遗产,12
Language,Student,12
Nation,Student,12
Chinese,Land,12
Influence,Influencer,12
Christian,对话,12
State,文明,12
Reconstruction,Reconstruction Of The,12
Nation,Saudi,12
Impacts,Tour,12
